,IBM,IBM,IBM,IBM,IBM
,open,high,low,close,volume
time,,,,,
2020-02-27 09:45:00-05:00,136.6,136.6,136.49,136.495,982
2020-02-27 09:46:00-05:00,136.34,136.34,136.33,136.33,200
2020-02-27 09:47:00-05:00,136.36,136.41,136.28,136.28,104
2020-02-27 09:48:00-05:00,136.185,136.66,136.185,136.61,1100
2020-02-27 09:49:00-05:00,136.74,136.86,136.67,136.78,1103
2020-02-27 09:50:00-05:00,136.84,136.99,136.77,136.77,1100
2020-02-27 09:51:00-05:00,136.65,136.66,136.65,136.66,108
2020-02-27 09:52:00-05:00,136.985,136.985,136.95,136.95,600
2020-02-27 09:54:00-05:00,136.97,137.32,136.97,137.32,1550
2020-02-27 09:55:00-05:00,137.26,137.33,137.26,137.33,200
2020-02-27 09:56:00-05:00,137.19,137.19,137.12,137.12,175
2020-02-27 09:57:00-05:00,136.975,137.195,136.975,137.195,1106
2020-02-27 09:58:00-05:00,136.95,136.95,136.745,136.85,401
2020-02-27 09:59:00-05:00,136.775,136.79,136.775,136.79,200
2020-02-27 10:00:00-05:00,136.83,137.12,136.82,136.92,1431
2020-02-27 10:01:00-05:00,136.67,136.67,136.365,136.5,1025
2020-02-27 10:02:00-05:00,136.49,136.49,136.38,136.43,210
2020-02-27 10:03:00-05:00,136.255,136.255,136.255,136.255,100
2020-02-27 10:04:00-05:00,136.155,136.155,135.84,135.91,2429
2020-02-27 10:05:00-05:00,135.935,135.94,135.91,135.94,414
2020-02-27 10:06:00-05:00,136.0,136.16,135.93,136.16,202
2020-02-27 10:07:00-05:00,136.27,136.35,136.27,136.35,170
2020-02-27 10:08:00-05:00,136.375,136.375,136.375,136.375,100
2020-02-27 10:09:00-05:00,136.57,136.57,136.57,136.57,917
2020-02-27 10:10:00-05:00,136.255,136.255,136.22,136.22,4200
2020-02-27 10:11:00-05:00,136.465,136.465,136.465,136.465,300
2020-02-27 10:12:00-05:00,136.325,136.425,136.325,136.425,1352
2020-02-27 10:14:00-05:00,136.59,136.59,136.57,136.57,600
2020-02-27 10:16:00-05:00,136.335,136.335,136.335,136.335,250
2020-02-27 10:17:00-05:00,136.18,136.49,136.18,136.455,1601
2020-02-27 10:18:00-05:00,136.39,136.455,136.39,136.455,1100
2020-02-27 10:19:00-05:00,136.405,136.59,136.405,136.59,600
2020-02-27 10:20:00-05:00,136.595,136.595,136.51,136.51,300
2020-02-27 10:21:00-05:00,136.51,136.51,136.44,136.44,681
2020-02-27 10:22:00-05:00,136.545,136.545,136.43,136.43,200
2020-02-27 10:23:00-05:00,136.36,136.36,136.085,136.085,400
2020-02-27 10:24:00-05:00,136.11,136.42,136.11,136.42,802
2020-02-27 10:25:00-05:00,136.34,136.39,136.29,136.39,823
2020-02-27 10:26:00-05:00,136.25,136.25,136.12,136.12,650
2020-02-27 10:27:00-05:00,136.02,136.24,136.02,136.09,584
2020-02-27 10:28:00-05:00,136.18,136.19,136.13,136.19,250
2020-02-27 10:30:00-05:00,135.93,136.01,135.93,135.95,210
2020-02-27 10:31:00-05:00,135.725,135.74,135.655,135.675,2741
2020-02-27 10:32:00-05:00,135.64,135.64,135.47,135.47,2301
2020-02-27 10:33:00-05:00,135.42,135.42,135.3,135.4,625
2020-02-27 10:35:00-05:00,135.215,135.28,135.175,135.26,500
2020-02-27 10:36:00-05:00,135.385,135.79,135.385,135.79,705
2020-02-27 10:37:00-05:00,135.95,135.95,135.93,135.93,1000
2020-02-27 10:38:00-05:00,135.91,135.91,135.76,135.76,445
2020-02-27 10:39:00-05:00,135.76,135.99,135.76,135.99,1700
2020-02-27 10:40:00-05:00,136.02,136.055,135.915,135.915,729
2020-02-27 10:41:00-05:00,135.935,135.935,135.935,135.935,100
2020-02-27 10:42:00-05:00,135.755,135.825,135.65,135.65,330
2020-02-27 10:43:00-05:00,135.72,135.755,135.72,135.755,200
2020-02-27 10:44:00-05:00,135.955,136.01,135.89,135.89,203
2020-02-27 10:45:00-05:00,135.845,136.08,135.845,136.08,1500
2020-02-27 10:46:00-05:00,136.215,136.25,136.185,136.25,700
2020-02-27 10:47:00-05:00,136.425,136.56,136.36,136.425,604
2020-02-27 10:48:00-05:00,136.35,136.495,136.3,136.49,1000
2020-02-27 10:49:00-05:00,136.58,136.75,136.58,136.65,800
2020-02-27 10:50:00-05:00,136.57,136.75,136.57,136.75,800
2020-02-27 10:51:00-05:00,136.75,136.83,136.695,136.72,600
2020-02-27 10:52:00-05:00,136.61,136.67,136.56,136.67,1400
2020-02-27 10:53:00-05:00,136.63,136.645,136.49,136.49,1612
2020-02-27 10:54:00-05:00,136.405,136.405,136.27,136.31,2821
2020-02-27 10:55:00-05:00,136.2,136.2,136.17,136.17,200
2020-02-27 10:56:00-05:00,136.415,136.47,136.4,136.4,600
2020-02-27 10:57:00-05:00,136.64,136.68,136.545,136.545,271
2020-02-27 10:58:00-05:00,136.81,136.85,136.81,136.85,507
2020-02-27 10:59:00-05:00,136.77,137.06,136.77,137.045,238
2020-02-27 11:00:00-05:00,137.09,137.09,137.02,137.07,400
2020-02-27 11:01:00-05:00,137.075,137.39,137.075,137.39,700
2020-02-27 11:02:00-05:00,137.155,137.17,137.155,137.155,500
2020-02-27 11:03:00-05:00,137.075,137.19,137.075,137.19,300
2020-02-27 11:04:00-05:00,137.07,137.25,137.07,137.25,300
2020-02-27 11:05:00-05:00,137.22,137.22,137.17,137.17,400
2020-02-27 11:06:00-05:00,137.35,137.39,137.35,137.39,300
2020-02-27 11:07:00-05:00,137.5,137.5,137.4,137.475,319
2020-02-27 11:08:00-05:00,137.665,137.675,137.59,137.59,700
2020-02-27 11:09:00-05:00,137.65,137.72,137.6,137.72,1299
2020-02-27 11:10:00-05:00,137.44,137.44,137.44,137.44,100
2020-02-27 11:11:00-05:00,137.49,137.49,137.27,137.28,1300
2020-02-27 11:12:00-05:00,137.49,137.6,137.49,137.55,305
2020-02-27 11:13:00-05:00,137.515,137.515,137.285,137.33,2400
2020-02-27 11:14:00-05:00,137.39,137.615,137.35,137.615,605
2020-02-27 11:15:00-05:00,137.78,137.78,137.65,137.65,1000
2020-02-27 11:16:00-05:00,137.55,137.765,137.55,137.765,209
2020-02-27 11:17:00-05:00,137.635,137.75,137.535,137.535,914
2020-02-27 11:18:00-05:00,137.635,137.815,137.635,137.78,300
2020-02-27 11:19:00-05:00,137.71,137.72,137.71,137.72,400
2020-02-27 11:20:00-05:00,137.78,137.78,137.675,137.72,1100
2020-02-27 11:21:00-05:00,137.685,137.685,137.61,137.64,317
2020-02-27 11:22:00-05:00,137.59,137.76,137.59,137.745,700
2020-02-27 11:23:00-05:00,137.64,137.64,137.5,137.5,400
2020-02-27 11:24:00-05:00,137.54,137.54,137.45,137.45,506
2020-02-27 11:25:00-05:00,137.5,137.52,137.325,137.325,235
2020-02-27 11:26:00-05:00,137.46,137.48,137.36,137.36,400
2020-02-27 11:27:00-05:00,137.535,137.535,137.45,137.45,300
2020-02-27 11:28:00-05:00,137.515,137.515,137.325,137.325,800
2020-02-27 11:29:00-05:00,137.29,137.3,137.2,137.3,403
2020-02-27 11:30:00-05:00,137.33,137.36,137.27,137.27,705
2020-02-27 11:31:00-05:00,137.325,137.325,137.18,137.22,717
2020-02-27 11:32:00-05:00,137.27,137.415,137.27,137.325,310
2020-02-27 11:33:00-05:00,137.47,137.47,137.305,137.305,400
2020-02-27 11:34:00-05:00,137.21,137.21,137.21,137.21,4
2020-02-27 11:35:00-05:00,137.13,137.375,137.13,137.375,410
2020-02-27 11:36:00-05:00,137.21,137.21,137.05,137.05,200
2020-02-27 11:37:00-05:00,136.97,137.01,136.97,137.01,18
2020-02-27 11:38:00-05:00,137.01,137.05,137.01,137.05,101
2020-02-27 11:39:00-05:00,136.99,137.08,136.895,137.08,520
2020-02-27 11:40:00-05:00,137.035,137.285,137.035,137.135,902
2020-02-27 11:41:00-05:00,137.11,137.18,137.055,137.18,700
2020-02-27 11:42:00-05:00,137.12,137.15,137.1,137.15,1300
2020-02-27 11:43:00-05:00,137.155,137.16,136.89,136.9,1100
2020-02-27 11:44:00-05:00,136.81,136.89,136.79,136.89,500
2020-02-27 11:45:00-05:00,136.72,136.72,136.535,136.535,300
2020-02-27 11:46:00-05:00,136.68,136.69,136.535,136.59,3700
2020-02-27 11:47:00-05:00,136.525,136.835,136.525,136.835,600
2020-02-27 11:48:00-05:00,136.765,136.87,136.765,136.87,300
2020-02-27 11:49:00-05:00,136.88,137.09,136.845,137.09,800
2020-02-27 11:50:00-05:00,137.03,137.03,136.86,136.86,300
2020-02-27 11:51:00-05:00,136.93,137.21,136.93,137.21,700
2020-02-27 11:52:00-05:00,137.08,137.24,137.08,137.24,600
2020-02-27 11:53:00-05:00,137.175,137.175,137.175,137.175,100
2020-02-27 11:54:00-05:00,137.23,137.27,137.19,137.19,401
2020-02-27 11:55:00-05:00,137.18,137.2,137.18,137.19,212
2020-02-27 11:56:00-05:00,137.21,137.21,137.21,137.21,100
2020-02-27 11:57:00-05:00,137.315,137.33,137.27,137.27,500
2020-02-27 11:58:00-05:00,137.35,137.35,137.33,137.34,500
2020-02-27 11:59:00-05:00,137.58,137.59,137.58,137.59,150
2020-02-27 12:00:00-05:00,137.47,137.535,137.47,137.525,2100
2020-02-27 12:01:00-05:00,137.52,137.52,137.49,137.49,200
2020-02-27 12:02:00-05:00,137.71,137.72,137.71,137.72,200
2020-02-27 12:03:00-05:00,137.65,137.72,137.64,137.72,345
2020-02-27 12:04:00-05:00,137.55,137.735,137.545,137.7,500
2020-02-27 12:05:00-05:00,137.68,137.68,137.62,137.675,600
2020-02-27 12:06:00-05:00,137.715,137.865,137.715,137.865,400
2020-02-27 12:07:00-05:00,137.77,137.855,137.77,137.855,500
2020-02-27 12:08:00-05:00,137.94,137.97,137.94,137.97,200
2020-02-27 12:09:00-05:00,138.05,138.18,138.05,138.18,300
2020-02-27 12:10:00-05:00,138.27,138.405,138.27,138.405,600
2020-02-27 12:11:00-05:00,138.35,138.35,138.19,138.19,1300
2020-02-27 12:12:00-05:00,138.34,138.34,138.34,138.34,100
2020-02-27 12:13:00-05:00,138.27,138.375,138.27,138.375,1400
2020-02-27 12:14:00-05:00,138.34,138.49,138.34,138.485,1210
2020-02-27 12:15:00-05:00,138.515,138.515,138.305,138.305,600
2020-02-27 12:16:00-05:00,138.3,138.3,138.17,138.235,800
2020-02-27 12:17:00-05:00,138.2,138.31,138.2,138.31,400
2020-02-27 12:18:00-05:00,138.33,138.33,138.29,138.31,313
2020-02-27 12:19:00-05:00,138.32,138.365,138.3,138.3,1630
2020-02-27 12:20:00-05:00,138.285,138.295,138.07,138.07,520
2020-02-27 12:21:00-05:00,138.08,138.08,137.865,137.95,792
2020-02-27 12:23:00-05:00,137.82,137.85,137.82,137.85,300
2020-02-27 12:24:00-05:00,137.76,137.76,137.62,137.63,202
2020-02-27 12:25:00-05:00,137.855,137.99,137.855,137.96,700
2020-02-27 12:27:00-05:00,138.025,138.035,137.995,137.995,1334
2020-02-27 12:28:00-05:00,137.84,138.005,137.84,138.005,1100
2020-02-27 12:29:00-05:00,138.0,138.01,138.0,138.01,900
2020-02-27 12:30:00-05:00,138.05,138.135,138.05,138.135,300
2020-02-27 12:31:00-05:00,138.07,138.1,138.07,138.1,355
2020-02-27 12:32:00-05:00,138.21,138.255,138.205,138.255,400
2020-02-27 12:33:00-05:00,138.17,138.35,138.17,138.35,200
2020-02-27 12:35:00-05:00,138.19,138.19,138.19,138.19,100
2020-02-27 12:36:00-05:00,138.29,138.46,138.29,138.43,300
2020-02-27 12:37:00-05:00,138.43,138.44,138.38,138.44,300
2020-02-27 12:38:00-05:00,138.475,138.56,138.47,138.56,4595
2020-02-27 12:39:00-05:00,138.51,138.665,138.51,138.665,1647
2020-02-27 12:40:00-05:00,138.55,138.55,138.385,138.4,369
2020-02-27 12:41:00-05:00,138.38,138.38,138.38,138.38,100
2020-02-27 12:42:00-05:00,138.395,138.395,138.285,138.285,154
2020-02-27 12:43:00-05:00,138.3,138.3,138.21,138.21,200
2020-02-27 12:44:00-05:00,138.01,138.01,138.01,138.01,100
2020-02-27 12:45:00-05:00,137.865,137.865,137.835,137.835,101
2020-02-27 12:46:00-05:00,137.92,137.93,137.92,137.93,303
2020-02-27 12:47:00-05:00,137.85,138.0,137.85,138.0,700
2020-02-27 12:49:00-05:00,138.11,138.17,138.065,138.17,206
2020-02-27 12:50:00-05:00,138.22,138.22,138.08,138.08,109
2020-02-27 12:51:00-05:00,138.1,138.1,137.91,138.02,765
2020-02-27 12:52:00-05:00,138.125,138.125,138.01,138.01,234
2020-02-27 12:53:00-05:00,138.11,138.11,138.03,138.03,206
2020-02-27 12:54:00-05:00,138.02,138.065,137.945,137.97,649
2020-02-27 12:55:00-05:00,137.94,138.015,137.94,137.97,461
2020-02-27 12:56:00-05:00,137.9,137.98,137.9,137.98,400
2020-02-27 12:57:00-05:00,137.92,137.92,137.92,137.92,200
2020-02-27 12:58:00-05:00,137.79,137.79,137.745,137.745,200
2020-02-27 12:59:00-05:00,137.58,137.58,137.525,137.525,300
2020-02-27 13:00:00-05:00,137.545,137.545,137.4,137.4,300
2020-02-27 13:01:00-05:00,137.36,137.36,137.36,137.36,100
2020-02-27 13:02:00-05:00,137.505,137.51,137.505,137.51,400
2020-02-27 13:03:00-05:00,137.59,137.715,137.59,137.695,900
2020-02-27 13:05:00-05:00,137.77,137.77,137.74,137.74,300
2020-02-27 13:06:00-05:00,137.89,137.89,137.89,137.89,219
2020-02-27 13:07:00-05:00,138.045,138.045,137.94,137.94,790
2020-02-27 13:09:00-05:00,137.92,137.92,137.92,137.92,400
2020-02-27 13:10:00-05:00,138.06,138.145,138.06,138.12,383
2020-02-27 13:11:00-05:00,138.04,138.065,138.04,138.055,396
2020-02-27 13:12:00-05:00,138.0,138.0,137.985,137.99,408
2020-02-27 13:13:00-05:00,138.08,138.12,138.075,138.075,863
2020-02-27 13:14:00-05:00,138.09,138.09,138.09,138.09,215
2020-02-27 13:15:00-05:00,138.1,138.125,137.93,137.93,668
2020-02-27 13:16:00-05:00,137.77,137.77,137.77,137.77,200
2020-02-27 13:17:00-05:00,137.76,137.76,137.76,137.76,100
2020-02-27 13:18:00-05:00,137.645,137.645,137.645,137.645,300
2020-02-27 13:20:00-05:00,137.68,137.685,137.67,137.685,1999
2020-02-27 13:21:00-05:00,137.71,137.735,137.64,137.735,553
2020-02-27 13:22:00-05:00,137.63,137.63,137.63,137.63,37
2020-02-27 13:23:00-05:00,137.52,137.52,137.52,137.52,29
2020-02-27 13:28:00-05:00,137.4,137.4,137.4,137.4,100
2020-02-27 13:30:00-05:00,137.33,137.33,137.33,137.33,100
2020-02-27 13:31:00-05:00,137.24,137.36,137.24,137.33,301
2020-02-27 13:32:00-05:00,137.48,137.57,137.48,137.57,108
2020-02-27 13:33:00-05:00,137.41,137.41,137.41,137.41,100
2020-02-27 13:34:00-05:00,137.385,137.39,137.385,137.39,200
2020-02-27 13:35:00-05:00,137.3,137.3,137.3,137.3,100
2020-02-27 13:36:00-05:00,137.245,137.245,137.245,137.245,31
2020-02-27 13:38:00-05:00,136.89,136.89,136.89,136.89,100
2020-02-27 13:40:00-05:00,136.97,136.97,136.97,136.97,400
2020-02-27 13:46:00-05:00,136.15,136.615,136.15,136.615,574
2020-02-27 13:47:00-05:00,136.48,136.54,136.48,136.48,656
2020-02-27 13:48:00-05:00,136.55,136.55,136.55,136.55,15
2020-02-27 13:49:00-05:00,136.48,136.48,136.48,136.48,100
2020-02-27 13:50:00-05:00,136.46,136.46,136.46,136.46,100
2020-02-27 13:52:00-05:00,136.17,136.17,136.16,136.16,364
2020-02-27 13:53:00-05:00,136.35,136.35,136.35,136.35,200
2020-02-27 13:57:00-05:00,136.33,136.33,136.33,136.33,100
2020-02-27 14:01:00-05:00,135.67,135.67,135.67,135.67,63
2020-02-27 14:02:00-05:00,135.98,136.04,135.98,136.025,154
2020-02-27 14:03:00-05:00,135.985,135.985,135.985,135.985,50
2020-02-27 14:04:00-05:00,135.72,135.725,135.72,135.72,150
2020-02-27 14:05:00-05:00,136.04,136.04,136.04,136.04,100
2020-02-27 14:07:00-05:00,135.98,135.98,135.925,135.93,245
2020-02-27 14:08:00-05:00,135.89,135.89,135.89,135.89,70
2020-02-27 14:09:00-05:00,135.75,135.75,135.62,135.68,300
2020-02-27 14:11:00-05:00,135.81,135.81,135.81,135.81,100
2020-02-27 14:12:00-05:00,135.68,135.8,135.68,135.8,24
2020-02-27 14:13:00-05:00,135.81,135.81,135.81,135.81,100
2020-02-27 14:14:00-05:00,135.97,135.97,135.97,135.97,100
2020-02-27 14:15:00-05:00,135.935,136.07,135.935,136.07,200
2020-02-27 14:16:00-05:00,135.92,135.92,135.92,135.92,100
2020-02-27 14:17:00-05:00,135.7,136.015,135.7,136.015,330
2020-02-27 14:18:00-05:00,136.01,136.01,135.74,135.74,301
2020-02-27 14:19:00-05:00,135.7,135.7,135.5,135.5,371
2020-02-27 14:20:00-05:00,135.61,135.67,135.5,135.5,2267
2020-02-27 14:21:00-05:00,135.49,135.49,135.335,135.42,4145
2020-02-27 14:22:00-05:00,135.495,135.495,135.45,135.46,2400
2020-02-27 14:23:00-05:00,135.73,135.73,135.655,135.655,1119
2020-02-27 14:24:00-05:00,135.73,135.73,135.73,135.73,17
2020-02-27 14:25:00-05:00,135.85,135.875,135.85,135.875,413
2020-02-27 14:26:00-05:00,135.91,136.07,135.91,136.07,500
2020-02-27 14:27:00-05:00,136.11,136.11,135.95,135.95,303
2020-02-27 14:28:00-05:00,136.045,136.045,136.0,136.0,500
2020-02-27 14:29:00-05:00,136.09,136.09,136.01,136.025,676
2020-02-27 14:30:00-05:00,135.92,135.92,135.83,135.84,1100
2020-02-27 14:31:00-05:00,135.73,135.73,135.73,135.73,200
2020-02-27 14:32:00-05:00,135.78,135.78,135.72,135.72,700
2020-02-27 14:33:00-05:00,135.54,135.54,135.54,135.54,100
2020-02-27 14:34:00-05:00,135.68,135.68,135.66,135.66,100
2020-02-27 14:35:00-05:00,135.725,135.76,135.725,135.76,300
2020-02-27 14:36:00-05:00,135.77,135.79,135.77,135.79,200
2020-02-27 14:37:00-05:00,135.73,135.73,135.68,135.68,300
2020-02-27 14:38:00-05:00,135.75,135.78,135.75,135.78,300
2020-02-27 14:39:00-05:00,135.67,135.7,135.665,135.7,700
2020-02-27 14:40:00-05:00,135.59,135.59,135.45,135.455,550
2020-02-27 14:41:00-05:00,135.455,135.59,135.435,135.545,963
2020-02-27 14:42:00-05:00,135.655,135.655,135.635,135.635,1100
2020-02-27 14:43:00-05:00,135.665,135.665,135.665,135.665,100
2020-02-27 14:44:00-05:00,135.68,135.68,135.6,135.6,400
2020-02-27 14:45:00-05:00,135.51,135.51,135.49,135.5,300
2020-02-27 14:46:00-05:00,135.43,135.45,135.43,135.45,343
2020-02-27 14:47:00-05:00,135.41,135.41,135.25,135.25,324
2020-02-27 14:48:00-05:00,135.28,135.28,135.145,135.28,447
2020-02-27 14:49:00-05:00,135.36,135.36,135.35,135.35,100
2020-02-27 14:50:00-05:00,135.485,135.485,135.39,135.39,103
2020-02-27 14:51:00-05:00,135.225,135.29,135.22,135.22,126
2020-02-27 14:52:00-05:00,135.15,135.22,135.15,135.22,673
2020-02-27 14:53:00-05:00,135.19,135.23,135.19,135.2,306
2020-02-27 14:54:00-05:00,135.21,135.235,135.21,135.235,373
2020-02-27 14:55:00-05:00,135.115,135.115,135.05,135.05,865
2020-02-27 14:56:00-05:00,135.005,135.005,135.0,135.0,87
2020-02-27 14:57:00-05:00,135.0,135.0,134.96,134.96,200
2020-02-27 14:58:00-05:00,134.74,134.75,134.7,134.72,602
2020-02-27 14:59:00-05:00,134.725,134.77,134.71,134.77,1504
2020-02-27 15:00:00-05:00,134.67,134.73,134.66,134.73,1452
2020-02-27 15:01:00-05:00,134.66,134.66,134.61,134.61,500
2020-02-27 15:02:00-05:00,134.69,134.69,134.55,134.55,552
2020-02-27 15:03:00-05:00,134.635,134.635,134.62,134.62,400
2020-02-27 15:04:00-05:00,134.685,134.81,134.68,134.81,244
2020-02-27 15:05:00-05:00,134.74,134.74,134.74,134.74,100
2020-02-27 15:07:00-05:00,135.05,135.05,135.05,135.05,100
2020-02-27 15:08:00-05:00,135.11,135.17,135.11,135.17,380
2020-02-27 15:09:00-05:00,135.24,135.27,135.17,135.27,329
2020-02-27 15:10:00-05:00,135.34,135.34,135.25,135.26,255
2020-02-27 15:11:00-05:00,135.34,135.34,135.34,135.34,100
2020-02-27 15:12:00-05:00,135.44,135.51,135.44,135.51,330
2020-02-27 15:13:00-05:00,135.55,135.55,135.55,135.55,50
2020-02-27 15:14:00-05:00,135.36,135.42,135.27,135.27,372
2020-02-27 15:15:00-05:00,135.27,135.27,135.27,135.27,100
2020-02-27 15:16:00-05:00,135.4,135.4,135.36,135.36,107
2020-02-27 15:17:00-05:00,135.42,135.42,135.42,135.42,100
2020-02-27 15:18:00-05:00,135.32,135.33,135.31,135.31,300
2020-02-27 15:19:00-05:00,135.24,135.25,135.11,135.11,500
2020-02-27 15:20:00-05:00,135.19,135.19,135.17,135.17,408
2020-02-27 15:21:00-05:00,135.14,135.14,135.085,135.085,200
2020-02-27 15:22:00-05:00,135.045,135.125,135.045,135.125,400
2020-02-27 15:23:00-05:00,134.99,134.99,134.99,134.99,100
2020-02-27 15:24:00-05:00,135.19,135.19,135.17,135.17,132
2020-02-27 15:25:00-05:00,135.11,135.21,135.11,135.17,205
2020-02-27 15:26:00-05:00,135.08,135.1,135.08,135.1,306
2020-02-27 15:27:00-05:00,135.065,135.065,134.99,135.01,626
2020-02-27 15:28:00-05:00,134.99,134.99,134.85,134.85,230
2020-02-27 15:29:00-05:00,134.92,134.92,134.92,134.92,100
2020-02-27 15:30:00-05:00,134.75,134.75,134.715,134.715,204
2020-02-27 15:31:00-05:00,134.72,134.73,134.65,134.73,608
2020-02-27 15:32:00-05:00,134.65,134.65,134.64,134.64,104
2020-02-27 15:33:00-05:00,134.63,134.805,134.63,134.805,800
2020-02-27 15:34:00-05:00,134.89,134.9,134.89,134.9,300
2020-02-27 15:35:00-05:00,134.81,134.85,134.81,134.845,182
2020-02-27 15:36:00-05:00,134.87,134.89,134.855,134.855,392
2020-02-27 15:37:00-05:00,134.87,134.87,134.73,134.73,400
2020-02-27 15:38:00-05:00,134.7,134.7,134.56,134.56,293
2020-02-27 15:39:00-05:00,134.59,134.635,134.59,134.635,200
2020-02-27 15:40:00-05:00,134.61,134.62,134.51,134.51,300
2020-02-27 15:41:00-05:00,134.47,134.485,134.41,134.485,1875
2020-02-27 15:42:00-05:00,134.51,134.54,134.43,134.43,574
2020-02-27 15:43:00-05:00,134.44,134.44,134.33,134.33,553
2020-02-27 15:44:00-05:00,134.33,134.41,134.33,134.33,507
2020-02-27 15:45:00-05:00,134.3,134.71,134.3,134.38,1342
2020-02-27 15:46:00-05:00,134.33,134.37,134.29,134.31,500
2020-02-27 15:47:00-05:00,134.43,134.57,134.43,134.57,700
2020-02-27 15:48:00-05:00,134.595,134.61,134.49,134.575,400
2020-02-27 15:49:00-05:00,134.63,134.68,134.5,134.5,956
2020-02-27 15:50:00-05:00,134.61,134.61,134.22,134.26,1150
2020-02-27 15:51:00-05:00,134.16,134.16,134.0,134.0,806
2020-02-27 15:52:00-05:00,133.97,134.0,133.91,134.0,640
2020-02-27 15:53:00-05:00,133.85,133.965,133.73,133.87,883
2020-02-27 15:54:00-05:00,133.84,134.05,133.84,133.98,737
2020-02-27 15:55:00-05:00,134.01,134.02,133.89,133.95,1656
2020-02-27 15:56:00-05:00,133.95,134.02,133.82,133.855,4426
2020-02-27 15:57:00-05:00,133.87,133.87,133.55,133.55,5149
2020-02-27 15:58:00-05:00,133.59,133.6,133.38,133.485,4372
2020-02-27 15:59:00-05:00,133.43,133.55,133.02,133.02,5309
2020-02-28 09:30:00-05:00,129.51,129.56,129.51,129.56,200
2020-02-28 09:31:00-05:00,129.58,129.61,129.21,129.61,2189
2020-02-28 09:32:00-05:00,129.15,129.31,129.15,129.31,800
2020-02-28 09:33:00-05:00,129.485,129.76,129.34,129.43,242
2020-02-28 09:34:00-05:00,129.85,129.93,129.85,129.93,149
2020-02-28 09:35:00-05:00,129.99,129.99,129.795,129.795,600
2020-02-28 09:36:00-05:00,129.75,130.0,129.7,129.94,998
2020-02-28 09:37:00-05:00,129.66,129.8,129.58,129.8,921
2020-02-28 09:38:00-05:00,129.74,130.04,129.74,130.04,347
2020-02-28 09:39:00-05:00,129.91,130.02,129.82,129.82,400
2020-02-28 09:40:00-05:00,129.74,129.74,129.42,129.42,410
2020-02-28 09:41:00-05:00,129.46,129.66,129.45,129.66,854
2020-02-28 09:42:00-05:00,129.97,129.97,129.68,129.68,361
2020-02-28 09:43:00-05:00,129.79,129.8,129.62,129.655,204
2020-02-28 09:44:00-05:00,129.555,129.555,129.07,129.08,701
2020-02-28 09:45:00-05:00,128.98,129.11,128.63,128.63,1086
2020-02-28 09:46:00-05:00,128.62,129.015,128.6,129.015,2000
2020-02-28 09:47:00-05:00,128.705,129.3,128.705,129.3,1575
2020-02-28 09:48:00-05:00,129.19,129.2,128.7,128.7,3310
2020-02-28 09:49:00-05:00,128.71,128.79,128.62,128.62,650
2020-02-28 09:50:00-05:00,128.67,128.74,128.28,128.28,507
2020-02-28 09:51:00-05:00,128.48,128.93,128.48,128.93,400
2020-02-28 09:52:00-05:00,129.09,129.26,129.02,129.12,1535
2020-02-28 09:53:00-05:00,128.755,128.8,128.465,128.465,1463
2020-02-28 09:54:00-05:00,128.575,128.575,128.21,128.3,700
2020-02-28 09:55:00-05:00,128.205,128.205,127.9,128.005,1529
2020-02-28 09:56:00-05:00,128.14,128.22,128.02,128.02,235
2020-02-28 09:57:00-05:00,127.76,127.76,127.45,127.45,401
2020-02-28 09:58:00-05:00,127.52,127.58,127.52,127.58,200
2020-02-28 09:59:00-05:00,127.6,127.63,127.35,127.63,1725
2020-02-28 10:00:00-05:00,127.47,127.47,127.38,127.44,303
2020-02-28 10:01:00-05:00,127.34,127.36,127.26,127.35,575
2020-02-28 10:02:00-05:00,127.21,127.21,126.655,126.655,1222
2020-02-28 10:03:00-05:00,126.83,127.01,126.76,126.855,1400
2020-02-28 10:04:00-05:00,126.76,127.0,126.64,126.64,1007
2020-02-28 10:05:00-05:00,126.62,127.5,126.55,127.5,5303
2020-02-28 10:06:00-05:00,127.5,127.52,127.035,127.035,1342
2020-02-28 10:07:00-05:00,127.04,127.33,126.93,127.27,1503
2020-02-28 10:08:00-05:00,127.07,127.22,127.01,127.06,1000
2020-02-28 10:09:00-05:00,127.175,127.4,127.06,127.4,2826
2020-02-28 10:10:00-05:00,127.19,127.405,127.165,127.185,900
2020-02-28 10:11:00-05:00,127.12,127.24,127.02,127.105,1200
2020-02-28 10:12:00-05:00,127.09,127.095,126.8,126.8,800
2020-02-28 10:13:00-05:00,127.06,127.13,126.975,127.06,1253
2020-02-28 10:14:00-05:00,126.95,127.085,126.94,127.085,1158
2020-02-28 10:15:00-05:00,127.01,127.53,127.01,127.525,912
2020-02-28 10:16:00-05:00,127.525,127.98,127.525,127.96,5280
2020-02-28 10:17:00-05:00,127.78,128.07,127.78,128.07,828
2020-02-28 10:18:00-05:00,128.095,128.115,127.955,128.06,3594
2020-02-28 10:19:00-05:00,127.98,127.98,127.625,127.65,540
2020-02-28 10:20:00-05:00,127.89,127.89,127.61,127.61,2043
2020-02-28 10:21:00-05:00,127.785,127.785,127.71,127.74,410
2020-02-28 10:22:00-05:00,127.49,127.53,127.36,127.52,1000
2020-02-28 10:24:00-05:00,127.23,127.23,127.21,127.22,400
2020-02-28 10:25:00-05:00,127.42,127.64,127.42,127.59,314
