<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
15/08/19,00:00:00,126130.0000000,127100.0000000,124230.0000000,125520.0000000,641329
16/08/19,00:00:00,125530.0000000,126290.0000000,124120.0000000,124250.0000000,326536
19/08/19,00:00:00,124250.0000000,125670.0000000,123440.0000000,125130.0000000,400481
20/08/19,00:00:00,125130.0000000,126900.0000000,124650.0000000,126310.0000000,351357
21/08/19,00:00:00,126470.0000000,128500.0000000,126470.0000000,128350.0000000,316055
22/08/19,00:00:00,128310.0000000,128900.0000000,127590.0000000,128580.0000000,320275
23/08/19,00:00:00,128580.0000000,128900.0000000,125780.0000000,126200.0000000,515448
26/08/19,00:00:00,126200.0000000,127850.0000000,125150.0000000,126790.0000000,368867
27/08/19,00:00:00,126870.0000000,127000.0000000,124870.0000000,126010.0000000,419376
28/08/19,00:00:00,126090.0000000,126950.0000000,125070.0000000,126720.0000000,373685
29/08/19,00:00:00,126670.0000000,128640.0000000,126270.0000000,128290.0000000,342671
30/08/19,00:00:00,128290.0000000,129690.0000000,128270.0000000,129050.0000000,332353
02/09/19,00:00:00,129060.0000000,130950.0000000,128830.0000000,130350.0000000,265518
03/09/19,00:00:00,130330.0000000,131470.0000000,129630.0000000,131470.0000000,369024
04/09/19,00:00:00,131480.0000000,133640.0000000,131480.0000000,133330.0000000,345137
05/09/19,00:00:00,133530.0000000,134490.0000000,132950.0000000,133210.0000000,344177
06/09/19,00:00:00,133220.0000000,134410.0000000,132750.0000000,134170.0000000,348015
09/09/19,00:00:00,134200.0000000,135880.0000000,132650.0000000,133870.0000000,268247
10/09/19,00:00:00,132760.0000000,133440.0000000,131670.0000000,132980.0000000,4706
11/09/19,00:00:00,133080.0000000,134610.0000000,132680.0000000,133330.0000000,9641
12/09/19,00:00:00,133800.0000000,135330.0000000,133440.0000000,135000.0000000,20744
13/09/19,00:00:00,134970.0000000,135870.0000000,134700.0000000,135340.0000000,17728
16/09/19,00:00:00,135540.0000000,139250.0000000,135540.0000000,138420.0000000,38338
17/09/19,00:00:00,138220.0000000,138770.0000000,136150.0000000,136820.0000000,66518
18/09/19,00:00:00,136620.0000000,137400.0000000,135540.0000000,137160.0000000,155532
19/09/19,00:00:00,137160.0000000,137490.0000000,136050.0000000,136350.0000000,327979
20/09/19,00:00:00,136350.0000000,136680.0000000,135230.0000000,135480.0000000,286306
23/09/19,00:00:00,135560.0000000,136190.0000000,135010.0000000,135780.0000000,186016
24/09/19,00:00:00,136760.0000000,136930.0000000,133610.0000000,133990.0000000,324229
25/09/19,00:00:00,133980.0000000,134530.0000000,132870.0000000,134490.0000000,310612
26/09/19,00:00:00,134430.0000000,135310.0000000,134020.0000000,134970.0000000,298343
27/09/19,00:00:00,134820.0000000,134990.0000000,132810.0000000,133300.0000000,314116
30/09/19,00:00:00,133300.0000000,133810.0000000,132310.0000000,132520.0000000,303784
01/10/19,00:00:00,132640.0000000,133920.0000000,131450.0000000,132000.0000000,313743
02/10/19,00:00:00,131900.0000000,132190.0000000,130020.0000000,130690.0000000,404897
03/10/19,00:00:00,130700.0000000,131110.0000000,129170.0000000,130790.0000000,451599
04/10/19,00:00:00,130790.0000000,131480.0000000,130340.0000000,130870.0000000,329204
07/10/19,00:00:00,130820.0000000,131810.0000000,129830.0000000,131180.0000000,310529
08/10/19,00:00:00,131230.0000000,131890.0000000,129650.0000000,130270.0000000,373551
09/10/19,00:00:00,130180.0000000,131850.0000000,130080.0000000,131010.0000000,276517
10/10/19,00:00:00,131030.0000000,132830.0000000,130560.0000000,132690.0000000,335489
11/10/19,00:00:00,132790.0000000,134170.0000000,132550.0000000,132910.0000000,341104
14/10/19,00:00:00,132840.0000000,133020.0000000,131520.0000000,131730.0000000,279874
15/10/19,00:00:00,131780.0000000,133200.0000000,131610.0000000,132890.0000000,277756
16/10/19,00:00:00,132920.0000000,134500.0000000,132830.0000000,134390.0000000,302474
17/10/19,00:00:00,134270.0000000,135330.0000000,134110.0000000,134560.0000000,288952
18/10/19,00:00:00,134560.0000000,135580.0000000,134460.0000000,135340.0000000,234948
21/10/19,00:00:00,135310.0000000,136470.0000000,135090.0000000,136180.0000000,231566
22/10/19,00:00:00,136310.0000000,138160.0000000,136170.0000000,137450.0000000,272820
23/10/19,00:00:00,137480.0000000,138670.0000000,137250.0000000,138390.0000000,256006
24/10/19,00:00:00,138440.0000000,140740.0000000,138360.0000000,140560.0000000,370110
25/10/19,00:00:00,140560.0000000,142130.0000000,139720.0000000,141980.0000000,356868
28/10/19,00:00:00,141990.0000000,142860.0000000,140270.0000000,140600.0000000,362304
29/10/19,00:00:00,140650.0000000,141780.0000000,140040.0000000,141380.0000000,316978
30/10/19,00:00:00,141380.0000000,143460.0000000,141050.0000000,143260.0000000,399357
