<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,Close,<VOL>
16/10/15,00:00:00,9.035.0000000,9.151.0000000,8.965.0000000,9.068.0000000,840.318
19/10/15,00:00:00,9.059.0000000,9.059.0000000,8.731.0000000,8.869.0000000,724.800
20/10/15,00:00:00,8.859.0000000,9.075.0000000,8.757.0000000,8.933.0000000,853.892
21/10/15,00:00:00,8.933.0000000,8.973.0000000,8.733.0000000,8.787.0000000,748.445
22/10/15,00:00:00,8.788.0000000,8.901.0000000,8.732.0000000,8.830.0000000,715.885
23/10/15,00:00:00,8.844.0000000,9.228.0000000,8.827.0000000,9.220.0000000,995.069
26/10/15,00:00:00,9.219.0000000,9.400.0000000,9.100.0000000,9.345.0000000,1.115.260
27/10/15,00:00:00,9.334.0000000,9.343.0000000,8.982.0000000,9.051.0000000,830.012
28/10/15,00:00:00,9.043.0000000,9.180.0000000,8.855.0000000,9.124.0000000,1.033.973
29/10/15,00:00:00,9.121.0000000,9.223.0000000,8.948.0000000,8.972.0000000,892.819
30/10/15,00:00:00,8.972.0000000,9.231.0000000,8.923.0000000,9.155.0000000,726.482
02/11/15,00:00:00,9.137.0000000,9.495.0000000,9.080.0000000,9.486.0000000,1.020.623
03/11/15,00:00:00,9.490.0000000,9.723.0000000,9.443.0000000,9.695.0000000,1.000.921
05/11/15,00:00:00,9.699.0000000,9.767.0000000,9.567.0000000,9.652.0000000,869.898
06/11/15,00:00:00,9.659.0000000,9.687.0000000,9.447.0000000,9.531.0000000,844.107
09/11/15,00:00:00,9.539.0000000,9.578.0000000,9.310.0000000,9.364.0000000,744.186
10/11/15,00:00:00,9.364.0000000,9.560.0000000,9.295.0000000,9.519.0000000,813.477
11/11/15,00:00:00,9.527.0000000,9.577.0000000,9.351.0000000,9.436.0000000,907.325
12/11/15,00:00:00,9.436.0000000,9.579.0000000,9.342.0000000,9.458.0000000,814.785
13/11/15,00:00:00,9.452.0000000,9.520.0000000,9.379.0000000,9.422.0000000,663.818
16/11/15,00:00:00,9.421.0000000,9.812.0000000,9.386.0000000,9.783.0000000,865.224
17/11/15,00:00:00,9.783.0000000,10.468.0000000,9.745.0000000,10.345.0000000,1.296.221
18/11/15,00:00:00,10.347.0000000,10.569.0000000,10.250.0000000,10.555.0000000,1.143.965
19/11/15,00:00:00,10.562.0000000,10.930.0000000,10.330.0000000,10.474.0000000,1.719.538
20/11/15,00:00:00,10.474.0000000,10.870.0000000,10.387.0000000,10.769.0000000,1.152.742
23/11/15,00:00:00,10.757.0000000,11.096.0000000,10.586.0000000,11.018.0000000,1.398.377
24/11/15,00:00:00,11.019.0000000,11.133.0000000,10.565.0000000,10.625.0000000,1.371.272
25/11/15,00:00:00,10.655.0000000,10.998.0000000,10.600.0000000,10.975.0000000,1.127.773
26/11/15,00:00:00,10.971.0000000,10.985.0000000,10.610.0000000,10.695.0000000,796.586
27/11/15,00:00:00,10.686.0000000,10.686.0000000,10.410.0000000,10.511.0000000,813.209
30/11/15,00:00:00,10.501.0000000,10.638.0000000,10.255.0000000,10.323.0000000,850.745
01/12/15,00:00:00,10.335.0000000,10.434.0000000,10.098.0000000,10.181.0000000,744.286
02/12/15,00:00:00,10.177.0000000,10.387.0000000,10.151.0000000,10.224.0000000,884.234
03/12/15,00:00:00,10.225.0000000,10.543.0000000,10.188.0000000,10.440.0000000,867.388
04/12/15,00:00:00,10.438.0000000,10.600.0000000,10.259.0000000,10.368.0000000,904.155
07/12/15,00:00:00,10.374.0000000,10.550.0000000,10.261.0000000,10.296.0000000,798.170
08/12/15,00:00:00,10.296.0000000,10.332.0000000,9.708.0000000,9.746.0000000,1.107.255
09/12/15,00:00:00,9.755.0000000,10.126.0000000,9.741.0000000,10.019.0000000,1.019.269
10/12/15,00:00:00,10.271.0000000,10.430.0000000,10.216.0000000,10.244.0000000,44.134
11/12/15,00:00:00,10.240.0000000,10.314.0000000,10.000.0000000,10.039.0000000,47.508
14/12/15,00:00:00,10.030.0000000,10.097.0000000,9.881.0000000,10.082.0000000,299.679
15/12/15,00:00:00,10.089.0000000,10.353.0000000,10.082.0000000,10.295.0000000,503.547
16/12/15,00:00:00,10.295.0000000,10.615.0000000,10.261.0000000,10.610.0000000,556.362
17/12/15,00:00:00,10.590.0000000,10.799.0000000,10.514.0000000,10.556.0000000,856.591
18/12/15,00:00:00,10.569.0000000,10.579.0000000,10.107.0000000,10.176.0000000,842.023
21/12/15,00:00:00,10.170.0000000,10.350.0000000,10.011.0000000,10.129.0000000,880.862
22/12/15,00:00:00,10.131.0000000,10.299.0000000,10.131.0000000,10.243.0000000,530.888
23/12/15,00:00:00,10.247.0000000,10.600.0000000,10.247.0000000,10.581.0000000,709.661
24/12/15,00:00:00,10.595.0000000,10.640.0000000,10.268.0000000,10.421.0000000,785.065
25/12/15,00:00:00,10.417.0000000,10.478.0000000,10.313.0000000,10.390.0000000,351.521
28/12/15,00:00:00,10.383.0000000,10.391.0000000,10.170.0000000,10.290.0000000,423.113
29/12/15,00:00:00,10.292.0000000,10.495.0000000,10.200.0000000,10.395.0000000,793.712
30/12/15,00:00:00,10.396.0000000,10.415.0000000,10.260.0000000,10.325.0000000,372.491
04/01/16,00:00:00,10.323.0000000,10.383.0000000,9.919.0000000,9.985.0000000,431.976
05/01/16,00:00:00,9.999.0000000,10.157.0000000,9.901.0000000,10.108.0000000,403.270
06/01/16,00:00:00,10.106.0000000,10.155.0000000,9.837.0000000,9.844.0000000,353.050
11/01/16,00:00:00,9.842.0000000,9.842.0000000,9.175.0000000,9.260.0000000,689.266
12/01/16,00:00:00,9.260.0000000,9.484.0000000,9.057.0000000,9.346.0000000,954.086
13/01/16,00:00:00,9.346.0000000,9.575.0000000,9.223.0000000,9.238.0000000,670.660
14/01/16,00:00:00,9.250.0000000,9.565.0000000,9.217.0000000,9.538.0000000,755.527
15/01/16,00:00:00,9.531.0000000,9.531.0000000,8.773.0000000,8.940.0000000,1.072.457
18/01/16,00:00:00,8.930.0000000,8.993.0000000,8.701.0000000,8.801.0000000,873.275
19/01/16,00:00:00,8.819.0000000,9.135.0000000,8.634.0000000,8.744.0000000,996.867
20/01/16,00:00:00,8.723.0000000,8.730.0000000,8.373.0000000,8.700.0000000,1.100.615
21/01/16,00:00:00,8.689.0000000,8.899.0000000,8.476.0000000,8.831.0000000,1.042.526
22/01/16,00:00:00,8.845.0000000,9.378.0000000,8.845.0000000,9.344.0000000,1.181.258
25/01/16,00:00:00,9.350.0000000,9.472.0000000,9.100.0000000,9.131.0000000,1.054.979
26/01/16,00:00:00,9.126.0000000,9.423.0000000,9.008.0000000,9.389.0000000,995.516
27/01/16,00:00:00,9.377.0000000,9.838.0000000,9.290.0000000,9.653.0000000,1.117.891
28/01/16,00:00:00,9.662.0000000,9.860.0000000,9.558.0000000,9.838.0000000,1.369.426
29/01/16,00:00:00,9.840.0000000,10.061.0000000,9.640.0000000,9.802.0000000,1.082.011
01/02/16,00:00:00,9.797.0000000,9.881.0000000,9.654.0000000,9.763.0000000,870.644
02/02/16,00:00:00,9.760.0000000,9.835.0000000,9.500.0000000,9.515.0000000,994.608
03/02/16,00:00:00,9.512.0000000,9.890.0000000,9.491.0000000,9.840.0000000,1.093.495
04/02/16,00:00:00,9.845.0000000,9.950.0000000,9.724.0000000,9.780.0000000,917.989
05/02/16,00:00:00,9.780.0000000,9.920.0000000,9.720.0000000,9.725.0000000,688.317
08/02/16,00:00:00,9.727.0000000,9.898.0000000,9.491.0000000,9.615.0000000,917.219
09/02/16,00:00:00,9.609.0000000,9.671.0000000,9.351.0000000,9.400.0000000,1.048.034
10/02/16,00:00:00,9.400.0000000,9.800.0000000,9.400.0000000,9.668.0000000,1.005.011
11/02/16,00:00:00,9.666.0000000,9.705.0000000,9.397.0000000,9.640.0000000,985.457
12/02/16,00:00:00,9.651.0000000,9.685.0000000,9.514.0000000,9.642.0000000,635.016
15/02/16,00:00:00,9.645.0000000,9.737.0000000,9.555.0000000,9.625.0000000,647.800
16/02/16,00:00:00,9.636.0000000,9.850.0000000,9.636.0000000,9.821.0000000,919.344
17/02/16,00:00:00,9.815.0000000,10.106.0000000,9.688.0000000,10.081.0000000,836.262
18/02/16,00:00:00,10.082.0000000,10.368.0000000,10.063.0000000,10.226.0000000,947.450
19/02/16,00:00:00,10.232.0000000,10.447.0000000,10.134.0000000,10.259.0000000,993.658
20/02/16,00:00:00,10.257.0000000,10.340.0000000,10.223.0000000,10.288.0000000,212.189
22/02/16,00:00:00,10.289.0000000,10.522.0000000,10.289.0000000,10.346.0000000,638.325
24/02/16,00:00:00,10.342.0000000,10.393.0000000,10.145.0000000,10.377.0000000,742.917
25/02/16,00:00:00,10.368.0000000,10.610.0000000,10.211.0000000,10.565.0000000,892.502
26/02/16,00:00:00,10.565.0000000,10.777.0000000,10.545.0000000,10.600.0000000,825.642
29/02/16,00:00:00,10.600.0000000,10.807.0000000,10.531.0000000,10.698.0000000,672.636
01/03/16,00:00:00,10.702.0000000,10.967.0000000,10.690.0000000,10.946.0000000,858.642
02/03/16,00:00:00,10.942.0000000,10.967.0000000,10.653.0000000,10.742.0000000,723.647
03/03/16,00:00:00,10.727.0000000,10.829.0000000,10.569.0000000,10.763.0000000,755.528
04/03/16,00:00:00,10.772.0000000,11.029.0000000,10.704.0000000,10.968.0000000,623.121
07/03/16,00:00:00,10.969.0000000,11.040.0000000,10.875.0000000,10.960.0000000,541.480
09/03/16,00:00:00,10.946.0000000,10.949.0000000,10.773.0000000,10.903.0000000,609.779
10/03/16,00:00:00,10.995.0000000,11.117.0000000,10.669.0000000,10.890.0000000,34.490
11/03/16,00:00:00,10.903.0000000,11.089.0000000,10.903.0000000,11.008.0000000,45.034
14/03/16,00:00:00,11.009.0000000,11.300.0000000,10.919.0000000,11.199.0000000,164.826
15/03/16,00:00:00,11.197.0000000,11.203.0000000,10.632.0000000,10.761.0000000,470.038
16/03/16,00:00:00,10.779.0000000,10.921.0000000,10.690.0000000,10.869.0000000,493.431
17/03/16,00:00:00,10.874.0000000,11.100.0000000,10.867.0000000,11.050.0000000,680.879
18/03/16,00:00:00,11.055.0000000,11.357.0000000,10.986.0000000,11.200.0000000,947.545
21/03/16,00:00:00,11.200.0000000,11.395.0000000,11.100.0000000,11.310.0000000,852.992
22/03/16,00:00:00,11.311.0000000,11.508.0000000,11.190.0000000,11.214.0000000,846.359
23/03/16,00:00:00,11.211.0000000,11.308.0000000,10.918.0000000,10.938.0000000,781.652
24/03/16,00:00:00,10.933.0000000,11.015.0000000,10.785.0000000,10.962.0000000,752.018
25/03/16,00:00:00,10.963.0000000,11.080.0000000,10.956.0000000,11.038.0000000,371.558
28/03/16,00:00:00,11.039.0000000,11.094.0000000,10.846.0000000,10.938.0000000,515.467
29/03/16,00:00:00,10.934.0000000,10.950.0000000,10.609.0000000,10.895.0000000,725.646
30/03/16,00:00:00,10.897.0000000,11.072.0000000,10.831.0000000,10.944.0000000,660.076
31/03/16,00:00:00,10.950.0000000,11.130.0000000,10.790.0000000,10.989.0000000,814.391
01/04/16,00:00:00,10.977.0000000,11.011.0000000,10.751.0000000,10.975.0000000,715.191
04/04/16,00:00:00,10.971.0000000,11.036.0000000,10.698.0000000,10.750.0000000,762.994
05/04/16,00:00:00,10.753.0000000,10.839.0000000,10.645.0000000,10.824.0000000,765.607
06/04/16,00:00:00,10.829.0000000,10.939.0000000,10.748.0000000,10.926.0000000,613.518
07/04/16,00:00:00,10.922.0000000,10.986.0000000,10.807.0000000,10.858.0000000,536.843
08/04/16,00:00:00,10.858.0000000,11.385.0000000,10.858.0000000,11.284.0000000,877.725
11/04/16,00:00:00,11.284.0000000,11.836.0000000,11.284.0000000,11.698.0000000,1.052.020
12/04/16,00:00:00,11.703.0000000,11.991.0000000,11.622.0000000,11.862.0000000,1.007.100
13/04/16,00:00:00,11.860.0000000,12.044.0000000,11.774.0000000,11.974.0000000,765.683
14/04/16,00:00:00,11.964.0000000,12.000.0000000,11.822.0000000,11.929.0000000,665.877
15/04/16,00:00:00,11.928.0000000,12.033.0000000,11.838.0000000,11.970.0000000,630.728
18/04/16,00:00:00,11.951.0000000,11.983.0000000,11.600.0000000,11.881.0000000,881.087
19/04/16,00:00:00,11.895.0000000,12.377.0000000,11.895.0000000,12.140.0000000,1.160.599
20/04/16,00:00:00,12.140.0000000,12.493.0000000,12.012.0000000,12.413.0000000,917.727
21/04/16,00:00:00,12.425.0000000,12.557.0000000,11.842.0000000,11.915.0000000,1.200.971
22/04/16,00:00:00,11.918.0000000,12.160.0000000,11.804.0000000,12.118.0000000,929.978
25/04/16,00:00:00,12.113.0000000,12.166.0000000,11.963.0000000,12.004.0000000,564.377
26/04/16,00:00:00,11.995.0000000,12.064.0000000,11.672.0000000,12.035.0000000,842.537
27/04/16,00:00:00,12.031.0000000,12.247.0000000,11.956.0000000,12.187.0000000,739.795
28/04/16,00:00:00,12.176.0000000,12.496.0000000,11.987.0000000,12.296.0000000,767.251
29/04/16,00:00:00,12.302.0000000,12.572.0000000,12.176.0000000,12.359.0000000,778.506
04/05/16,00:00:00,12.325.0000000,12.325.0000000,11.905.0000000,12.024.0000000,567.591
05/05/16,00:00:00,12.026.0000000,12.210.0000000,11.990.0000000,12.040.0000000,564.621
06/05/16,00:00:00,12.039.0000000,12.060.0000000,11.799.0000000,11.983.0000000,665.917
10/05/16,00:00:00,11.978.0000000,12.096.0000000,11.808.0000000,11.958.0000000,649.859
11/05/16,00:00:00,11.946.0000000,12.374.0000000,11.911.0000000,12.212.0000000,895.890
12/05/16,00:00:00,12.223.0000000,12.384.0000000,12.041.0000000,12.170.0000000,790.084
13/05/16,00:00:00,12.155.0000000,12.155.0000000,11.908.0000000,12.032.0000000,676.361
16/05/16,00:00:00,12.040.0000000,12.309.0000000,12.040.0000000,12.208.0000000,656.460
17/05/16,00:00:00,12.210.0000000,12.270.0000000,12.000.0000000,12.184.0000000,691.130
18/05/16,00:00:00,12.183.0000000,12.294.0000000,12.103.0000000,12.134.0000000,665.433
19/05/16,00:00:00,12.124.0000000,12.149.0000000,11.947.0000000,12.066.0000000,711.605
20/05/16,00:00:00,12.066.0000000,12.172.0000000,11.987.0000000,12.130.0000000,526.702
23/05/16,00:00:00,12.128.0000000,12.195.0000000,11.922.0000000,12.135.0000000,630.120
24/05/16,00:00:00,12.135.0000000,12.377.0000000,12.060.0000000,12.353.0000000,606.574
25/05/16,00:00:00,12.360.0000000,12.775.0000000,12.342.0000000,12.742.0000000,907.197
26/05/16,00:00:00,12.747.0000000,13.241.0000000,12.600.0000000,13.124.0000000,1.176.520
27/05/16,00:00:00,13.124.0000000,13.387.0000000,13.031.0000000,13.254.0000000,931.829
30/05/16,00:00:00,13.246.0000000,13.439.0000000,13.145.0000000,13.380.0000000,556.577
31/05/16,00:00:00,13.396.0000000,13.496.0000000,13.109.0000000,13.151.0000000,1.044.115
01/06/16,00:00:00,13.135.0000000,13.217.0000000,13.016.0000000,13.061.0000000,685.949
02/06/16,00:00:00,13.061.0000000,13.278.0000000,12.929.0000000,13.196.0000000,857.944
03/06/16,00:00:00,13.205.0000000,13.330.0000000,12.978.0000000,13.140.0000000,878.890
06/06/16,00:00:00,13.131.0000000,13.350.0000000,13.076.0000000,13.227.0000000,615.103
07/06/16,00:00:00,13.245.0000000,13.964.0000000,13.245.0000000,13.859.0000000,1.056.327
08/06/16,00:00:00,13.871.0000000,14.069.0000000,13.614.0000000,13.847.0000000,910.197
09/06/16,00:00:00,13.846.0000000,13.918.0000000,13.559.0000000,13.803.0000000,864.132
10/06/16,00:00:00,14.140.0000000,14.144.0000000,13.670.0000000,13.720.0000000,88.940
14/06/16,00:00:00,13.704.0000000,13.704.0000000,12.886.0000000,12.966.0000000,271.809
15/06/16,00:00:00,12.967.0000000,13.365.0000000,12.967.0000000,13.243.0000000,464.106
16/06/16,00:00:00,13.235.0000000,13.235.0000000,12.894.0000000,13.115.0000000,718.721
17/06/16,00:00:00,13.115.0000000,13.398.0000000,13.115.0000000,13.250.0000000,682.162
20/06/16,00:00:00,13.259.0000000,13.672.0000000,13.259.0000000,13.482.0000000,599.743
21/06/16,00:00:00,13.486.0000000,13.789.0000000,13.305.0000000,13.765.0000000,717.778
22/06/16,00:00:00,13.789.0000000,13.900.0000000,13.659.0000000,13.715.0000000,753.488
23/06/16,00:00:00,13.724.0000000,14.189.0000000,13.697.0000000,14.182.0000000,805.203
24/06/16,00:00:00,14.148.0000000,14.148.0000000,13.200.0000000,13.566.0000000,1.138.205
27/06/16,00:00:00,13.580.0000000,13.770.0000000,12.789.0000000,12.948.0000000,1.189.531
28/06/16,00:00:00,12.976.0000000,13.334.0000000,12.863.0000000,13.320.0000000,961.488
29/06/16,00:00:00,13.335.0000000,13.712.0000000,13.266.0000000,13.632.0000000,765.541
30/06/16,00:00:00,13.633.0000000,13.795.0000000,13.383.0000000,13.570.0000000,1.009.225
01/07/16,00:00:00,13.552.0000000,13.707.0000000,13.416.0000000,13.690.0000000,651.292
04/07/16,00:00:00,13.813.0000000,13.831.0000000,13.646.0000000,13.745.0000000,416.655
05/07/16,00:00:00,13.745.0000000,13.745.0000000,13.403.0000000,13.541.0000000,601.793
06/07/16,00:00:00,13.535.0000000,13.535.0000000,13.037.0000000,13.379.0000000,866.581
07/07/16,00:00:00,13.372.0000000,13.600.0000000,13.252.0000000,13.310.0000000,844.800
08/07/16,00:00:00,13.310.0000000,13.735.0000000,13.293.0000000,13.690.0000000,895.692
11/07/16,00:00:00,13.710.0000000,14.019.0000000,13.689.0000000,13.844.0000000,776.240
12/07/16,00:00:00,13.844.0000000,14.363.0000000,13.844.0000000,14.229.0000000,743.663
13/07/16,00:00:00,14.230.0000000,14.370.0000000,14.023.0000000,14.162.0000000,985.385
14/07/16,00:00:00,14.162.0000000,14.297.0000000,13.971.0000000,14.180.0000000,846.762
15/07/16,00:00:00,14.176.0000000,14.195.0000000,13.951.0000000,14.022.0000000,729.103
18/07/16,00:00:00,14.033.0000000,14.259.0000000,14.003.0000000,14.233.0000000,712.261
19/07/16,00:00:00,14.224.0000000,14.323.0000000,14.055.0000000,14.115.0000000,762.177
20/07/16,00:00:00,14.131.0000000,14.216.0000000,13.947.0000000,14.080.0000000,788.183
21/07/16,00:00:00,14.090.0000000,14.189.0000000,13.983.0000000,14.035.0000000,579.148
22/07/16,00:00:00,14.043.0000000,14.090.0000000,13.952.0000000,14.037.0000000,479.875
25/07/16,00:00:00,14.037.0000000,14.061.0000000,13.736.0000000,13.810.0000000,544.558
26/07/16,00:00:00,13.801.0000000,13.850.0000000,13.516.0000000,13.812.0000000,684.348
27/07/16,00:00:00,13.805.0000000,13.954.0000000,13.706.0000000,13.885.0000000,696.992
28/07/16,00:00:00,13.890.0000000,13.917.0000000,13.665.0000000,13.902.0000000,601.673
29/07/16,00:00:00,13.901.0000000,14.195.0000000,13.772.0000000,14.131.0000000,719.991
01/08/16,00:00:00,14.132.0000000,14.293.0000000,13.931.0000000,13.991.0000000,640.367
02/08/16,00:00:00,13.994.0000000,14.029.0000000,13.662.0000000,13.749.0000000,617.829
03/08/16,00:00:00,13.743.0000000,13.867.0000000,13.594.0000000,13.867.0000000,608.331
04/08/16,00:00:00,13.850.0000000,13.946.0000000,13.759.0000000,13.910.0000000,576.740
05/08/16,00:00:00,13.911.0000000,14.054.0000000,13.875.0000000,14.045.0000000,484.027
08/08/16,00:00:00,14.045.0000000,14.177.0000000,13.949.0000000,14.053.0000000,514.835
09/08/16,00:00:00,14.054.0000000,14.177.0000000,13.924.0000000,14.038.0000000,583.843
10/08/16,00:00:00,14.033.0000000,14.128.0000000,13.903.0000000,13.924.0000000,472.344
11/08/16,00:00:00,13.936.0000000,14.120.0000000,13.896.0000000,14.116.0000000,495.543
12/08/16,00:00:00,14.116.0000000,14.267.0000000,13.995.0000000,14.063.0000000,513.061
15/08/16,00:00:00,14.065.0000000,14.180.0000000,14.008.0000000,14.101.0000000,485.465
16/08/16,00:00:00,14.100.0000000,14.242.0000000,13.911.0000000,13.925.0000000,774.588
17/08/16,00:00:00,13.936.0000000,14.088.0000000,13.830.0000000,14.072.0000000,559.857
18/08/16,00:00:00,14.060.0000000,14.126.0000000,13.721.0000000,13.777.0000000,624.640
19/08/16,00:00:00,13.784.0000000,13.870.0000000,13.652.0000000,13.675.0000000,444.668
22/08/16,00:00:00,13.675.0000000,13.918.0000000,13.561.0000000,13.855.0000000,549.849
23/08/16,00:00:00,13.843.0000000,14.154.0000000,13.790.0000000,14.060.0000000,476.345
24/08/16,00:00:00,14.061.0000000,14.147.0000000,13.913.0000000,14.032.0000000,516.571
25/08/16,00:00:00,14.038.0000000,14.439.0000000,14.038.0000000,14.435.0000000,728.045
26/08/16,00:00:00,14.421.0000000,14.645.0000000,14.396.0000000,14.490.0000000,902.955
29/08/16,00:00:00,14.493.0000000,14.504.0000000,14.321.0000000,14.435.0000000,558.637
30/08/16,00:00:00,14.435.0000000,14.600.0000000,14.358.0000000,14.386.0000000,535.038
31/08/16,00:00:00,14.384.0000000,14.475.0000000,14.323.0000000,14.423.0000000,483.944
01/09/16,00:00:00,14.425.0000000,14.548.0000000,14.421.0000000,14.548.0000000,483.754
02/09/16,00:00:00,14.537.0000000,14.769.0000000,14.432.0000000,14.710.0000000,581.998
05/09/16,00:00:00,14.715.0000000,15.044.0000000,14.706.0000000,14.963.0000000,626.487
06/09/16,00:00:00,14.966.0000000,15.150.0000000,14.952.0000000,15.122.0000000,583.097
07/09/16,00:00:00,15.137.0000000,15.549.0000000,15.135.0000000,15.520.0000000,778.068
08/09/16,00:00:00,15.522.0000000,15.650.0000000,15.300.0000000,15.350.0000000,737.196
09/09/16,00:00:00,15.350.0000000,15.350.0000000,15.111.0000000,15.111.0000000,447.546
12/09/16,00:00:00,15.460.0000000,15.635.0000000,15.276.0000000,15.606.0000000,92.560
13/09/16,00:00:00,15.593.0000000,15.593.0000000,15.286.0000000,15.359.0000000,110.869
14/09/16,00:00:00,15.361.0000000,15.522.0000000,15.298.0000000,15.414.0000000,259.021
15/09/16,00:00:00,15.429.0000000,15.441.0000000,15.157.0000000,15.337.0000000,627.454
16/09/16,00:00:00,15.337.0000000,15.337.0000000,15.090.0000000,15.178.0000000,538.167
19/09/16,00:00:00,15.193.0000000,15.344.0000000,15.152.0000000,15.156.0000000,440.280
20/09/16,00:00:00,15.157.0000000,15.298.0000000,15.046.0000000,15.296.0000000,498.524
21/09/16,00:00:00,15.297.0000000,15.547.0000000,15.297.0000000,15.547.0000000,557.246
22/09/16,00:00:00,15.547.0000000,15.788.0000000,15.498.0000000,15.715.0000000,493.170
23/09/16,00:00:00,15.711.0000000,15.711.0000000,15.294.0000000,15.329.0000000,671.350
26/09/16,00:00:00,15.317.0000000,15.563.0000000,15.123.0000000,15.125.0000000,627.725
27/09/16,00:00:00,15.126.0000000,15.266.0000000,15.035.0000000,15.120.0000000,504.890
28/09/16,00:00:00,15.120.0000000,15.327.0000000,14.976.0000000,15.307.0000000,612.952
29/09/16,00:00:00,15.307.0000000,15.370.0000000,14.903.0000000,14.930.0000000,618.879
30/09/16,00:00:00,14.929.0000000,15.029.0000000,14.747.0000000,14.837.0000000,683.430
03/10/16,00:00:00,14.842.0000000,15.218.0000000,14.842.0000000,15.170.0000000,491.640
04/10/16,00:00:00,15.172.0000000,15.180.0000000,14.903.0000000,15.059.0000000,511.002
05/10/16,00:00:00,15.059.0000000,15.210.0000000,14.907.0000000,15.062.0000000,518.782
06/10/16,00:00:00,15.067.0000000,15.245.0000000,15.027.0000000,15.187.0000000,428.104
07/10/16,00:00:00,15.188.0000000,15.324.0000000,15.051.0000000,15.148.0000000,535.734
10/10/16,00:00:00,15.155.0000000,15.449.0000000,15.095.0000000,15.360.0000000,421.891
11/10/16,00:00:00,15.361.0000000,15.519.0000000,15.327.0000000,15.374.0000000,480.342
12/10/16,00:00:00,15.381.0000000,15.427.0000000,15.152.0000000,15.161.0000000,439.073
13/10/16,00:00:00,15.161.0000000,15.161.0000000,14.840.0000000,14.925.0000000,469.285
14/10/16,00:00:00,14.931.0000000,15.060.0000000,14.874.0000000,14.969.0000000,380.022
17/10/16,00:00:00,14.963.0000000,14.964.0000000,14.800.0000000,14.900.0000000,406.812
18/10/16,00:00:00,14.915.0000000,15.093.0000000,14.915.0000000,15.066.0000000,383.992
19/10/16,00:00:00,15.067.0000000,15.168.0000000,15.045.0000000,15.070.0000000,326.605
20/10/16,00:00:00,15.081.0000000,15.135.0000000,14.956.0000000,15.081.0000000,401.318
21/10/16,00:00:00,15.076.0000000,15.249.0000000,14.971.0000000,15.189.0000000,317.561
24/10/16,00:00:00,15.175.0000000,15.283.0000000,15.111.0000000,15.187.0000000,363.794
25/10/16,00:00:00,15.199.0000000,15.459.0000000,15.150.0000000,15.348.0000000,439.588
26/10/16,00:00:00,15.325.0000000,15.394.0000000,15.185.0000000,15.285.0000000,392.754
27/10/16,00:00:00,15.278.0000000,15.372.0000000,15.101.0000000,15.120.0000000,402.753
28/10/16,00:00:00,15.119.0000000,15.216.0000000,15.015.0000000,15.065.0000000,345.032
31/10/16,00:00:00,15.065.0000000,15.089.0000000,14.947.0000000,14.996.0000000,289.786
01/11/16,00:00:00,15.007.0000000,15.107.0000000,14.643.0000000,14.705.0000000,474.310
02/11/16,00:00:00,14.700.0000000,14.748.0000000,14.390.0000000,14.491.0000000,540.562
03/11/16,00:00:00,14.490.0000000,14.541.0000000,14.296.0000000,14.342.0000000,463.781
07/11/16,00:00:00,14.357.0000000,14.658.0000000,14.357.0000000,14.580.0000000,379.873
08/11/16,00:00:00,14.594.0000000,14.846.0000000,14.526.0000000,14.814.0000000,376.744
09/11/16,00:00:00,14.769.0000000,15.368.0000000,14.417.0000000,15.314.0000000,982.461
10/11/16,00:00:00,15.330.0000000,15.697.0000000,15.323.0000000,15.423.0000000,912.684
11/11/16,00:00:00,15.418.0000000,15.501.0000000,15.281.0000000,15.380.0000000,541.961
14/11/16,00:00:00,15.394.0000000,15.414.0000000,15.055.0000000,15.302.0000000,500.876
15/11/16,00:00:00,15.290.0000000,15.375.0000000,15.004.0000000,15.244.0000000,606.461
16/11/16,00:00:00,15.259.0000000,15.320.0000000,15.048.0000000,15.092.0000000,404.054
17/11/16,00:00:00,15.124.0000000,15.225.0000000,15.014.0000000,15.144.0000000,412.841
18/11/16,00:00:00,15.129.0000000,15.208.0000000,15.081.0000000,15.167.0000000,259.795
21/11/16,00:00:00,15.168.0000000,15.470.0000000,15.168.0000000,15.430.0000000,300.044
22/11/16,00:00:00,15.435.0000000,15.680.0000000,15.435.0000000,15.618.0000000,402.281
23/11/16,00:00:00,15.629.0000000,15.678.0000000,15.554.0000000,15.667.0000000,247.808
24/11/16,00:00:00,15.662.0000000,16.261.0000000,15.631.0000000,16.208.0000000,557.944
25/11/16,00:00:00,16.201.0000000,16.429.0000000,15.979.0000000,16.128.0000000,562.243
28/11/16,00:00:00,16.100.0000000,16.197.0000000,15.926.0000000,15.977.0000000,390.052
29/11/16,00:00:00,15.974.0000000,16.156.0000000,15.837.0000000,15.900.0000000,404.397
30/11/16,00:00:00,15.910.0000000,16.098.0000000,15.851.0000000,15.981.0000000,508.746
01/12/16,00:00:00,15.995.0000000,16.072.0000000,15.836.0000000,15.859.0000000,379.267
02/12/16,00:00:00,15.871.0000000,16.068.0000000,15.774.0000000,16.043.0000000,368.638
05/12/16,00:00:00,16.038.0000000,16.390.0000000,15.907.0000000,16.220.0000000,454.156
06/12/16,00:00:00,16.228.0000000,16.361.0000000,16.010.0000000,16.047.0000000,412.597
07/12/16,00:00:00,16.056.0000000,16.197.0000000,15.910.0000000,16.149.0000000,416.490
08/12/16,00:00:00,16.149.0000000,17.017.0000000,16.118.0000000,16.982.0000000,767.766
